ID_Uzorka;GPS_LAT;GPS_LONG
169;18,500069;77,391565
170;18,496846;77,386978
171;18,474579;77,383771
172;18,484376;77,379012
173;18,486801;77,377334
174;18,469395;77,379209
175;18,479982;77,403487
176;18,482986;77,398781
177;18,48267;77,388057
178;18,478243;77,376527
179;18,492608;77,379411
180;18,489269;77,397966
181;18,496093;77,391307
182;18,47152;77,390502
183;18,482163;77,39595
184;18,49352;77,402482
185;18,479282;77,385683
186;18,482175;77,406913
187;18,475626;77,383985
188;18,474384;77,377915
189;18,484416;77,405516
190;18,470672;77,38786
191;18,466922;77,394781
192;18,484416;77,395976
193;18,479928;77,380445
194;18,465984;77,404685
195;18,480731;77,389709
196;18,491992;77,386042
197;18,495899;77,389877
198;18,481155;77,383298
199;18,479368;77,389726
200;18,489868;77,397218
201;18,466101;77,395545
202;18,488352;77,398649
203;18,479411;77,387914
204;18,464327;77,403461
205;18,484872;77,39321
206;18,472125;77,393238
207;18,489964;77,385534
208;18,456633;77,39554
209;18,472685;77,39734
210;18,485316;77,397223
211;18,467599;77,399946
212;18,463781;77,390259
213;18,496682;77,375623
214;18,49084;77,38857
215;18,46931;77,377181
216;18,475634;77,388908
217;18,481364;77,387718
218;18,472185;77,375279
219;18,469975;77,395508
220;18,462682;77,384971
221;18,483757;77,370162
222;18,494037;77,399635
223;18,483554;77,400913
224;18,492269;77,401025
225;18,469389;77,381533
226;18,47445;77,372124
227;18,502139;77,382282
228;18,474736;77,402102
229;18,462822;77,398611
230;18,489901;77,382122
231;18,476452;77,380298
232;18,478741;77,3771
233;18,477424;77,401961
234;18,496809;77,403155
235;18,47578;77,373388
236;18,490585;77,403309
237;18,497136;77,394663
238;18,485269;77,379597
239;18,494411;77,380257
240;18,485502;77,404466
241;18,489873;77,395157
242;18,485378;77,387435
243;18,464232;77,400685
244;18,481003;77,387751
245;18,497163;77,400325
246;18,480913;77,375732
247;18,495168;77,386281
248;18,488193;77,383803
249;18,481735;77,395821
250;18,474767;77,367696
251;18,477601;77,407783
252;18,484584;77,392245
253;18,480078;77,400876
254;18,492942;77,412643
255;18,494567;77,383619
256;18,465542;77,395975
257;18,494343;77,40042
258;18,478326;77,402142
259;18,482009;77,394863
260;18,487589;77,369838
261;18,502907;77,380543
262;18,480462;77,373024
263;18,483061;77,402421
264;18,467525;77,397778
265;18,474844;77,39325
266;18,486311;77,401487
267;18,478625;77,376668
268;18,468755;77,400764
269;18,490922;77,372562
270;18,468559;77,394874
271;18,488882;77,394576
272;18,467291;77,379151
273;18,481083;77,385669
274;18,482591;77,383854
275;18,481986;77,393063
276;18,480651;77,401269
277;18,47916;77,394944
278;18,47595;77,390385
279;18,479582;77,385364
280;18,485287;77,38993
281;18,476836;77,394933
282;18,487412;77,393739
283;18,485148;77,40117
284;18,472076;77,398946
285;18,483171;77,376305
286;18,483693;77,396985
287;18,47192;77,397248
288;18,470551;77,392726
289;18,494186;77,388762
290;18,494797;77,399837
291;18,473893;77,395848
292;18,473126;77,397999
293;18,487057;77,389046
294;18,458988;77,405363
295;18,471266;77,386445
296;18,475799;77,375212
297;18,485908;77,381386
298;18,483106;77,371252
299;18,486435;77,376949
300;18,478146;77,389383
301;18,477396;77,383446
302;18,50362;77,397562
303;18,483181;77,374025
304;18,475109;77,396776
305;18,499887;77,38311
306;18,469858;77,388443
307;18,484665;77,379771
308;18,486819;77,386886
309;18,471177;77,392029
310;18,482094;77,37566
311;18,493411;77,401469
312;18,477802;77,384117
313;18,499951;77,376856
314;18,477652;77,394285
315;18,487962;77,407866
316;18,494291;77,416237
317;18,488188;77,39173
318;18,485429;77,387243
319;18,478131;77,3995
320;18,474198;77,416304
321;18,473604;77,381403
322;18,471453;77,374854
323;18,469806;77,403241
324;18,472654;77,384573
325;18,487094;77,382734
326;18,464551;77,403821
327;18,488219;77,402287
328;18,466972;77,382915
329;18,475501;77,397475
330;18,473114;77,379246
331;18,479522;77,379319
332;18,469495;77,393193
333;18,480427;77,377025
334;18,480468;77,380842
335;18,473596;77,393805
336;18,465303;77,394479
337;18,486674;77,379215
338;18,487702;77,404814
339;18,480309;77,379338
340;18,482084;77,374312
341;18,483446;77,380555
342;18,462852;77,392385
343;18,473848;77,361007
344;18,491759;77,390864
345;18,488381;77,391146
346;18,470168;77,403825
347;18,493454;77,382551
348;18,485802;77,404959
349;18,490021;77,388823
350;18,471746;77,386568
351;18,489003;77,4048
352;18,495197;77,38854
353;18,491085;77,406539
354;18,491803;77,407003
355;18,478242;77,368951
356;18,486971;77,387394
357;18,492342;77,386899
358;18,462553;77,384962
359;18,467373;77,397837
360;18,471876;77,386622
361;18,49026;77,387317
362;18,493391;77,398838
363;18,486869;77,373394
364;18,465986;77,405472
365;18,486365;77,378633
366;18,463193;77,392326
367;18,463886;77,384265
368;18,495456;77,382995
369;18,490643;77,40024
370;18,482577;77,3949
371;18,48138;77,382927
372;18,470813;77,404867
373;18,488158;77,396859
374;18,488178;77,394255
375;18,508693;77,387497
376;18,492397;77,366835
377;18,471359;77,369584
378;18,459913;77,398763
379;18,466349;77,401553
380;18,461006;77,391661
381;18,489057;77,383388
382;18,488233;77,390598
383;18,485171;77,395873
384;18,467985;77,392626
385;18,482087;77,392135
386;18,489027;77,394514
387;18,494405;77,39747
388;18,485617;77,37785
389;18,472763;77,39648
390;18,479187;77,402961
391;18,484102;77,396142
392;18,487423;77,406049
393;18,484202;77,355529
394;18,478966;77,385649
395;18,466949;77,395292
396;18,487057;77,369171
397;18,465441;77,401159
398;18,472683;77,393882
399;18,496687;77,407035
400;18,468688;77,402859
401;18,477555;77,404039
402;18,480269;77,388196
403;18,468846;77,392793
404;18,472562;77,387939
405;18,471934;77,372353
406;18,488324;77,390843
407;18,475548;77,387544
408;18,477657;77,401349
409;18,480211;77,411481
410;18,470892;77,390426
411;18,469391;77,387325
412;18,462341;77,399895
413;18,479828;77,369229
414;18,501538;77,384183
415;18,486184;77,390425
416;18,498184;77,375871
417;18,491929;77,378834
418;18,479875;77,380036
419;18,480478;77,383502
420;18,496268;77,392196
421;18,476155;77,386636
422;18,47187;77,389584
423;18,478249;77,373097
424;18,479218;77,389095
425;18,480665;77,392371
426;18,475918;77,389538
427;18,476908;77,392749
428;18,486267;77,388105
429;18,489486;77,393186
430;18,492824;77,374194
431;18,476751;77,37577
432;18,472571;77,387427
433;18,478393;77,380602
434;18,478728;77,388289
435;18,485482;77,3886
436;18,481376;77,416577
437;18,482133;77,377592
438;18,477685;77,383027
439;18,473664;77,400302
440;18,481202;77,384049
441;18,476338;77,378223
442;18,478377;77,39388
443;18,475746;77,377942
444;18,484743;77,395537
445;18,475793;77,388554
446;18,490957;77,387396
447;18,486848;77,375757
448;18,504248;77,395964
449;18,488828;77,411013
450;18,484167;77,386374
451;18,491158;77,390102
452;18,465571;77,390019
453;18,482774;77,394186
454;18,484299;77,399854
455;18,467721;77,384913
456;18,48217;77,381111
457;18,468533;77,387248
458;18,47265;77,391592
459;18,496905;77,374298
460;18,492553;77,385379
461;18,482592;77,390575
462;18,485865;77,382994
463;18,488905;77,388549
464;18,482789;77,382902
465;18,461862;77,390425
466;18,487447;77,374177
467;18,483339;77,390026
468;18,479634;77,398725
469;18,467708;77,375645
470;18,496345;77,392611
471;18,474174;77,39773
472;18,493398;77,372116
473;18,493797;77,398672
474;18,473022;77,397838
475;18,500152;77,389135
476;18,470886;77,40289
477;18,492102;77,385999
478;18,480904;77,39158
479;18,464513;77,385889
480;18,470136;77,406602
481;18,474635;77,389773
482;18,486922;77,397902
483;18,502281;77,399983
484;18,483182;77,380815
485;18,476579;77,377336
486;18,463742;77,384521
487;18,465575;77,406763
488;18,489203;77,379265
489;18,475804;77,39832
490;18,481973;77,405055
491;18,487552;77,383226
492;18,477829;77,392616
493;18,475442;77,390087
494;18,461617;77,395326
495;18,487332;77,384832
496;18,495572;77,392975
497;18,46897;77,394817
498;18,485959;77,399319
499;18,49118;77,387546
500;18,484645;77,394615
501;18,469114;77,392274
502;18,472234;77,394379
503;18,4705;77,378382
504;18,477243;77,387932
505;18,485552;77,404853
506;18,482305;77,388571
507;18,472912;77,395324
508;18,498471;77,382424
509;18,480482;77,405358
510;18,484757;77,388156
511;18,470888;77,401332
512;18,472761;77,377093
513;18,481613;77,380347
514;18,499392;77,378043
515;18,480463;77,398701
516;18,482241;77,378321
517;18,48645;77,386285
518;18,483661;77,386641
519;18,485238;77,377447
520;18,476412;77,391391
521;18,482776;77,39353
522;18,478587;77,396212
523;18,488754;77,395786
524;18,478007;77,401079
525;18,467282;77,386561
526;18,489683;77,390331
527;18,476564;77,379417
528;18,482133;77,40398
529;18,477753;77,394316
530;18,489909;77,387019
531;18,480038;77,387547
532;18,477255;77,395253
533;18,486563;77,388662
534;18,47784;77,389615
535;18,500487;77,403789
536;18,469765;77,39
537;18,484809;77,387536
538;18,48305;77,395607
539;18,479289;77,3755
540;18,475881;77,401778
541;18,481542;77,387909
542;18,488571;77,384963
543;18,490347;77,394572
544;18,481554;77,380387
545;18,488756;77,389673
546;18,482968;77,38291
547;18,487668;77,381423
548;18,484996;77,372128
549;18,489412;77,394752
550;18,492506;77,392363
551;18,498078;77,374783
552;18,490548;77,399804
553;18,480333;77,380051
554;18,458711;77,374175
555;18,48533;77,401217
556;18,481354;77,394849
557;18,483892;77,402739
558;18,466637;77,395291
559;18,491203;77,397814
560;18,472819;77,387053
561;18,475155;77,401333
562;18,482526;77,391836
563;18,482806;77,399395
564;18,492317;77,404449
565;18,478788;77,391304
566;18,467372;77,393704
567;18,486535;77,387146
568;18,480624;77,384944
569;18,490927;77,38395
570;18,496059;77,396923
571;18,470173;77,384997
572;18,499064;77,388383
573;18,47276;77,388838
574;18,464147;77,387062
575;18,492008;77,392043
576;18,48423;77,37733
577;18,49681;77,404385
578;18,47668;77,389933
579;18,477039;77,401118
580;18,480061;77,383681
581;18,485391;77,392334
582;18,487276;77,391808
583;18,476345;77,403515
584;18,483371;77,373932
585;18,477141;77,39906
586;18,469832;77,400792
587;18,484583;77,395203
588;18,492936;77,410185
589;18,4979;77,389183
590;18,485151;77,387834
591;18,492673;77,39475
592;18,477719;77,402892
593;18,477612;77,385704
594;18,485727;77,387759
595;18,495545;77,390091
596;18,493436;77,378692
597;18,475112;77,394939
598;18,481144;77,383472
599;18,482267;77,389847
600;18,495315;77,398443
601;18,498054;77,407842
602;18,480432;77,400726
603;18,467685;77,385227
604;18,475922;77,396943
605;18,498426;77,39757
606;18,485559;77,380479
607;18,494269;77,383523
608;18,476581;77,393423
609;18,492377;77,388823
610;18,494729;77,389081
611;18,478282;77,384529
612;18,493675;77,364984
613;18,477473;77,388665
614;18,472263;77,365386
615;18,487295;77,399507
616;18,473348;77,392558
617;18,475231;77,386781
618;18,488815;77,386473
619;18,468267;77,380521
620;18,4685;77,395502
621;18,473145;77,372286
622;18,496696;77,385457
623;18,471498;77,374117
624;18,456992;77,384783
625;18,482345;77,391335
626;18,489782;77,37976
627;18,500114;77,387549
628;18,475776;77,390472
629;18,503349;77,400388
630;18,487558;77,395061
631;18,481083;77,384781
632;18,488558;77,374689
633;18,487916;77,388249
634;18,485636;77,391101
635;18,479006;77,37081
636;18,488104;77,383069
637;18,474611;77,400642
638;18,470429;77,388956
639;18,477472;77,388529
640;18,481196;77,399693
641;18,485934;77,380564
642;18,490033;77,39336
643;18,490532;77,378037
644;18,484415;77,389664
645;18,472977;77,392396
646;18,478195;77,399819
647;18,47946;77,381734
648;18,478344;77,395093
649;18,485188;77,385106
650;18,488403;77,394188
651;18,484471;77,382267
652;18,484949;77,408714
653;18,466824;77,392198
654;18,492819;77,38778
655;18,47823;77,384034
656;18,492932;77,398275
657;18,476333;77,399986
658;18,489946;77,375902
659;18,484755;77,391958
660;18,478589;77,377674
661;18,472686;77,401468
662;18,492789;77,395315
663;18,473337;77,393423
664;18,48404;77,39902
665;18,484306;77,393536
666;18,483119;77,418127
667;18,495074;77,39119
668;18,493727;77,383965
669;18,475324;77,39559
670;18,496946;77,389868
671;18,485702;77,388681
672;18,476862;77,381153
673;18,474687;77,387098
674;18,491847;77,3768
675;18,467193;77,392862
676;18,475145;77,399565
677;18,48027;77,384821
678;18,479121;77,405782
679;18,490977;77,394603
680;18,474276;77,370362
681;18,481853;77,385289
682;18,495767;77,39318
683;18,4833;77,384327
684;18,460883;77,401536
685;18,483418;77,392756
686;18,475205;77,407008
687;18,468543;77,401461
688;18,479834;77,389484
689;18,450812;77,385613
690;18,489827;77,396595
691;18,472633;77,379868
692;18,485193;77,390143
693;18,489227;77,397752
694;18,468142;77,39214
695;18,464663;77,386227
696;18,491671;77,412767
697;18,495509;77,401365
698;18,472218;77,377683
699;18,464134;77,377119
700;18,487684;77,381476
701;18,458835;77,39065
702;18,460844;77,386216
703;18,492678;77,386033
704;18,484377;77,397444
705;18,469175;77,40432
706;18,473164;77,388296
707;18,467039;77,403176
708;18,464161;77,391119
709;18,477373;77,37436
710;18,471688;77,398414
711;18,473768;77,369559
712;18,49514;77,395327
713;18,488056;77,380529
714;18,467932;77,388738
715;18,475169;77,38314
716;18,477345;77,378092
717;18,476216;77,378764
718;18,484573;77,392723
719;18,480061;77,383023
720;18,482452;77,386152
721;18,478167;77,406748
722;18,480278;77,385806
723;18,483226;77,392816
724;18,482168;77,386562
725;18,501938;77,385193
726;18,480635;77,391946
727;18,464502;77,396431
728;18,47966;77,397261
729;18,461899;77,397577
730;18,465185;77,388474
731;18,476601;77,403342
732;18,486381;77,394348
733;18,454062;77,394482
734;18,482689;77,398513
735;18,499546;77,386369
736;18,462683;77,39642
737;18,491998;77,392866
738;18,483416;77,377264
739;18,48515;77,380892
740;18,483144;77,390722
741;18,473543;77,404749
742;18,483598;77,411427
743;18,490304;77,374659
744;18,473639;77,402511
745;18,495615;77,395137
746;18,472693;77,386297
747;18,472551;77,395454
748;18,464282;77,379309
749;18,476649;77,402746
750;18,48803;77,396513
751;18,484795;77,392685
752;18,481134;77,403099
753;18,477778;77,381205
754;18,477265;77,389972
755;18,474258;77,391859
756;18,473906;77,405107
757;18,477721;77,393232
758;18,46122;77,382772
759;18,47992;77,390401
760;18,467989;77,379675
761;18,4964;77,404394
762;18,502656;77,395111
763;18,473214;77,378461
764;18,47446;77,385391
765;18,485455;77,381721
766;18,489615;77,380697
767;18,492689;77,391921
768;18,48019;77,37973
769;18,470187;77,370223
770;18,494478;77,391857
771;18,472354;77,400122
772;18,477572;77,368649
773;18,48584;77,398955
774;18,479697;77,411107
775;18,488143;77,410258
776;18,485675;77,385365
777;18,481638;77,395031
778;18,485274;77,385209
779;18,474387;77,393186
780;18,477216;77,397488
781;18,464159;77,390051
782;18,481379;77,392717
783;18,472394;77,399351
784;18,490391;77,38426
785;18,492683;77,399813
786;18,484446;77,37813
787;18,485194;77,387992
788;18,483372;77,385678
789;18,477562;77,394987
790;18,496413;77,37333
791;18,474177;77,400021
792;18,483567;77,392754
793;18,46838;77,395717
794;18,465281;77,382706
795;18,478468;77,387355
796;18,471435;77,394106
797;18,499657;77,399237
798;18,473267;77,406107
799;18,47492;77,396001
800;18,48171;77,391129
801;18,478123;77,393947
802;18,468212;77,397514
803;18,469868;77,384136
804;18,511106;77,387296
805;18,489382;77,385164
806;18,482673;77,385065
807;18,486084;77,403284
808;18,483722;77,389692
809;18,469414;77,396635
810;18,499749;77,374682
811;18,468701;77,387707
812;18,478588;77,401686
813;18,481825;77,400447
814;18,480097;77,397082
815;18,483014;77,375522
816;18,48403;77,402781
817;18,48419;77,388468
818;18,481566;77,377008
819;18,474759;77,388243
820;18,4725;77,382824
821;18,480037;77,385047
822;18,477997;77,376261
823;18,449549;77,376982
824;18,491269;77,38341
825;18,479726;77,397143
826;18,469433;77,386344
827;18,486188;77,384916
828;18,473187;77,378887
829;18,47993;77,40195
830;18,46149;77,388582
831;18,497853;77,387539
832;18,484568;77,398702
833;18,465342;77,391562
834;18,475499;77,371321
835;18,483287;77,391513
836;18,487299;77,392906
837;18,476127;77,395417
838;18,482201;77,383206
839;18,480071;77,392516
840;18,477031;77,383292
841;18,489985;77,384261
842;18,49026;77,39965
843;18,492655;77,383552
844;18,47287;77,386894
845;18,47402;77,382008
846;18,489827;77,398615
847;18,488507;77,382557
848;18,485991;77,386949
849;18,48455;77,389719
850;18,479772;77,390466
851;18,483387;77,392955
852;18,481464;77,388645
853;18,475554;77,393674
854;18,494755;77,395513
855;18,495512;77,396129
856;18,479902;77,38354
857;18,48197;77,381894
858;18,47904;77,40149
859;18,47912;77,41037
860;18,476985;77,393457
861;18,489809;77,386535
862;18,484009;77,380886
863;18,461548;77,390765
864;18,474394;77,368862
865;18,47047;77,403284
866;18,485583;77,4014
867;18,484198;77,406264
868;18,490365;77,398884
869;18,490413;77,389804
870;18,470238;77,388661
871;18,490917;77,373397
872;18,478461;77,38803
873;18,483534;77,401764
874;18,478798;77,378322
875;18,492392;77,376022
876;18,470078;77,393621
877;18,484069;77,391297
878;18,472732;77,396797
879;18,480031;77,402344
880;18,494704;77,395361
881;18,466805;77,377363
882;18,479596;77,395895
883;18,46553;77,385195
884;18,491144;77,393859
885;18,46729;77,391402
886;18,497459;77,39506
887;18,484654;77,381165
888;18,472407;77,388628
889;18,46548;77,387928
890;18,468856;77,390419
891;18,483683;77,375211
892;18,476196;77,400041
893;18,46141;77,416129
894;18,470544;77,402807
895;18,492042;77,382516
896;18,496323;77,39235
897;18,458381;77,372458
898;18,489359;77,386599
899;18,485184;77,384259
900;18,480241;77,40871
901;18,482108;77,392759
902;18,480951;77,371472
903;18,467874;77,381672
904;18,485966;77,395207
905;18,481726;77,401537
906;18,482661;77,396919
907;18,494026;77,389013
908;18,487877;77,388401
909;18,490402;77,391519
910;18,50225;77,399889
911;18,463121;77,395146
912;18,484969;77,402883
913;18,474516;77,388881
914;18,469856;77,404457
915;18,467789;77,388722
916;18,47699;77,402065
917;18,456775;77,385198
918;18,469075;77,384682
919;18,470513;77,377719
920;18,467143;77,39961
921;18,478375;77,393058
922;18,489356;77,390126
923;18,480316;77,400404
924;18,495327;77,389588
925;18,47329;77,403512
926;18,459661;77,403302
927;18,46708;77,385252
928;18,46259;77,372773
929;18,488367;77,387013
930;18,477169;77,405311
931;18,488592;77,380944
932;18,487713;77,423626
933;18,499661;77,391461
934;18,469205;77,384494
935;18,480421;77,371096
936;18,484458;77,370127
937;18,464165;77,390471
938;18,469318;77,388697
939;18,471721;77,39045
940;18,473615;77,396876
941;18,49389;77,41959
942;18,465031;77,383132
943;18,480263;77,395739
944;18,474761;77,397391
945;18,498141;77,384514
946;18,476983;77,383156
947;18,491444;77,385046
948;18,476916;77,389562
949;18,493226;77,381727
950;18,483919;77,399974
951;18,486015;77,382987
952;18,460613;77,397972
953;18,486361;77,400639
954;18,466233;77,386713
955;18,470423;77,39635
956;18,482013;77,397932
957;18,474539;77,379739
958;18,496181;77,396315
959;18,478027;77,38019
960;18,483384;77,382353
961;18,479387;77,404881
962;18,491856;77,394797
963;18,482718;77,377728
964;18,482244;77,405435
965;18,493699;77,378072
966;18,460452;77,383732
967;18,478553;77,397671
968;18,498361;77,378191
969;18,485452;77,395352
970;18,476321;77,389343
971;18,47354;77,39806
972;18,463128;77,382737
973;18,482524;77,401545
974;18,482465;77,397502
975;18,475585;77,393331
976;18,475863;77,374206
977;18,488519;77,401222
978;18,486006;77,380268
979;18,472653;77,408854
980;18,468489;77,390204
981;18,483361;77,387673
982;18,487312;77,394439
983;18,47202;77,388469
984;18,473246;77,40195
985;18,468583;77,393309
986;18,457636;77,38042
987;18,483679;77,394287
988;18,475524;77,400014
989;18,486135;77,380445
990;18,476924;77,389217
991;18,480677;77,394669
992;18,462923;77,391253
993;18,468391;77,38932
994;18,467222;77,390797
995;18,472791;77,398634
996;18,499547;77,402039
997;18,471782;77,403396
998;18,464475;77,392811
999;18,479977;77,385319
1000;18,488717;77,393323
1001;18,481213;77,410697
1002;18,490695;77,389779
1003;18,481087;77,390563
1004;18,477795;77,411497
1005;18,47896;77,394307
1006;18,486495;77,392826
1007;18,477366;77,402197
1008;18,491275;77,398489
1009;18,476316;77,405182
1010;18,46637;77,375469
1011;18,470817;77,389731
1012;18,470839;77,385491
1013;18,466982;77,375985
1014;18,470415;77,385746
1015;18,491729;77,384628
1016;18,47856;77,402143
1017;18,470366;77,38147
1018;18,478541;77,389233
1019;18,480556;77,385584
1020;18,468671;77,383658
1021;18,481664;77,379584
1022;18,495568;77,390054
1023;18,484069;77,40339
1024;18,454714;77,399194
1025;18,492322;77,399194
1026;18,475041;77,377369
1027;18,478803;77,384314
1028;18,49905;77,389052
1029;18,493844;77,36255
1030;18,502525;77,389817
1031;18,483785;77,383145
1032;18,460791;77,403647
1033;18,474242;77,39453
1034;18,481114;77,370799
1035;18,480536;77,392508
1036;18,478916;77,387509
1037;18,478679;77,39232
1038;18,466623;77,386355
1039;18,482307;77,392982
1040;18,49567;77,37899
1041;18,484647;77,410329
1042;18,506428;77,387359
1043;18,477826;77,382536
1044;18,469838;77,397334
1045;18,474355;77,392779
1046;18,483706;77,393832
1047;18,467905;77,392698
1048;18,477406;77,386546
1049;18,488312;77,378462
1050;18,477995;77,407625
1051;18,485169;77,387558
1052;18,48662;77,391662
1053;18,471272;77,384756
1054;18,48273;77,398465
1055;18,488649;77,391037
1056;18,477026;77,371615
1057;18,468454;77,378715
1058;18,467612;77,402115
1059;18,4724;77,37774
1060;18,483762;77,387347
1061;18,466634;77,37389
1062;18,477152;77,381918
1063;18,464417;77,399594
1064;18,493286;77,391363
1065;18,476949;77,38721
1066;18,481275;77,40117
1067;18,481071;77,408972
1068;18,477578;77,397365
1069;18,483331;77,379195
1070;18,467751;77,400788
1071;18,490178;77,394037
1072;18,465517;77,371681
1073;18,483296;77,403438
1074;18,473703;77,37777
1075;18,477334;77,396986
1076;18,474413;77,405987
1077;18,481434;77,38256
1078;18,482867;77,385756
1079;18,470374;77,390986
1080;18,468078;77,403967
1081;18,491466;77,38931
1082;18,496014;77,38917
1083;18,471841;77,391256
1084;18,472338;77,397698
1085;18,47942;77,380709
1086;18,465515;77,39062
1087;18,495967;77,365524
1088;18,472893;77,390054
1089;18,458712;77,396547
1090;18,480683;77,39464
1091;18,463811;77,389681
1092;18,479895;77,376846
1093;18,483406;77,407797
1094;18,473923;77,379322
1095;18,480202;77,383049
1096;18,490122;77,384675
1097;18,485699;77,383285
1098;18,488508;77,39312
1099;18,472875;77,391364
1100;18,491664;77,386647
1101;18,483641;77,380574
1102;18,47656;77,391142
1103;18,484284;77,391647
1104;18,464035;77,377312
1105;18,467621;77,371817
1106;18,47973;77,393883
1107;18,486319;77,391745
1108;18,470687;77,383551
1109;18,48111;77,384419
1110;18,471292;77,379895
1111;18,476693;77,38482
1112;18,477564;77,388979
1113;18,481768;77,392986
1114;18,482771;77,401871
1115;18,505489;77,385302
1116;18,469164;77,385767
1117;18,464624;77,399913
1118;18,485592;77,39746
1119;18,480426;77,368919
1120;18,484922;77,402421
1121;18,487916;77,384824
1122;18,475405;77,396147
1123;18,480364;77,398022
1124;18,493267;77,406345
1125;18,487466;77,381711
1126;18,479236;77,395416
1127;18,483007;77,382451
1128;18,481366;77,390278
1129;18,478278;77,408605
1130;18,469307;77,397541
1131;18,480086;77,401237
1132;18,456825;77,368965
1133;18,492339;77,367203
1134;18,497088;77,379282
1135;18,471343;77,409593
1136;18,493169;77,394652
1137;18,482109;77,402023
1138;18,479521;77,402685
1139;18,480947;77,382595
1140;18,470989;77,374473
1141;18,477862;77,39769
1142;18,482509;77,383103
1143;18,483675;77,384625
1144;18,470028;77,385076
1145;18,480036;77,381509
1146;18,47258;77,410781
1147;18,469217;77,378695
1148;18,48184;77,382254
1149;18,454537;77,376075
1150;18,488099;77,390492
